,name,longitude,latitude
1950,Florida Ridge,-80.384748,27.581087
1951,Gaiarine,12.480862,45.879543
1952,Jork,9.674995,53.530973
1953,Ocean Shores,-124.152606,46.969131
1954,Immenhausen,9.473836,51.429439
1955,Timelkam,13.603063,48.004499
1956,Blooming Grove,-76.950289,39.79438
1957,Hotel Arenal Montechiari,-84.644583,10.47801
1958,Crescent City,-124.199322,41.750265
1959,Snezhinskiy,60.645488,56.117584
1960,São João Batista do Glória,-46.506645,-20.63515
1961,Hornell,-77.658788,42.323765
1962,Santana do Cariri,-39.73727,-7.187434
1963,Cavezzo,11.031469,44.834045
1964,Ceará-Mirim,-35.42556,-5.63444
1965,Kapiri Mposhi,28.66985,-13.97147
1966,South Huntington,-73.384049,40.822437
1967,Trezzano Rosa,9.487183,45.582899
1968,Lanett,-85.20246,32.864154
1969,Nelson Hotel,-0.54262,50.804838
1970,President Hotel Ufa,56.00417,54.6925
1971,Kimpese,15.371751,-4.409095
1972,Vestnes,7.090291,62.619395
1973,Silistra,27.264126,44.11776
1974,Stadtoldendorf,9.62838,51.881496
1975,South Highpoint,-82.712036,27.910907
1976,Rottweil,8.628938,48.163183
1977,Flores da Cunha,-51.178296,-29.03529
1978,Warrensville Heights,-81.53623,41.43505
1979,Gramastetten,14.193932,48.378906
1980,Somerset Hotel,-74.60961,40.567633
1981,Hotel Klingler,11.748072,47.423752
1982,Mỹ Tho,106.35996,10.36004
1983,Lumbatan,124.25,7.73333
1984,Kirchardt,8.992259,49.207177
1985,Castello Rosso Hotel,7.48211,44.56332
1986,Babušnica,15.823241,45.872805
1987,Villanueva de Córdoba,-4.628531,38.32276
1988,Hotel Barbosa,-52.560573,-17.566503
1989,Hotel Urupês,-49.384592,-26.246946
1990,Paris Hotel,60.697555,55.765261
1991,Quality Hotel Tønsberg,10.407803,59.264689
1992,Dübendorf,8.61872,47.39724
1993,Best Western Plus La Porte Hotel & Conference Center,-86.73911,41.62203
1994,Goondiwindi,150.311455,-28.533238
1995,Kuršėnai,22.941875,56.007951
1996,Qujing,103.793335,25.477992
1997,Shchyolkovo,38.016078,55.90226
1998,Stower Grange Hotel,1.224745,52.679018
1999,Parole,-76.572452,38.990899
2000,Yilan,121.63361,24.5425
2001,Huatan,106.14228,29.00956
2002,Comfort Hotel Angers Beaucouze,-0.633572,47.465991
2003,Hôtel de Ville de Saint-Just-en-Chaussée,2.4354,49.505555
2004,Wadgassen,6.814234,49.257834
2005,Falagueira,-9.22804,38.76392
2006,Yunfu,112.04576,22.933732
2007,Belo Oriente,-42.493068,-19.220839
2008,Piúma Praia Hotel,-40.744176,-20.847725
2009,Heikendorf,10.204571,54.37269
2010,Platteville,-90.470909,42.736625
2011,Shahrestān-e Dehāqān,51.6,31.98333
2012,Fort-de-France,-61.07418,14.60365
2013,Springfield Hotel,-3.192897,53.242184
2014,Money Change Office @ Hotel Amazonas,-59.793076,3.375031
2015,Everett,-122.236738,47.964931
2016,New Fairfield,-73.48568,41.46648
2017,Southgate Hotel Exeter,-3.52873,50.72037
2018,Hotel de Ville de Foumban,10.898813,5.730778
2019,Naguilian,120.41667,16.53333
2020,Les Essarts-le-Roi,1.892199,48.71793
2021,Kumi Hotel,33.94197,1.487499
2022,Najaf,44.3291,31.9892
2023,La Palma,-6.55352,37.386465
2024,Esbiaat,-8.64197,32.21
2025,Requena,-73.956793,-5.949287
2026,San Giovanni al Natisone,13.401715,45.971685
2027,Pinamar Hotel,-80.689036,-3.68365
2028,La Carlota,-4.935194,37.66573
2029,Sant Feliu de Guíxols,3.032189,41.783565
2030,Bergama Hotel,28.906,41.0744
2031,Carbonera,12.286358,45.685428
2032,Church Gresley Methodist Church,-1.562193,52.765414
2033,Carrizo Springs,-99.860311,28.527895
2034,Gioiosa Ionica,16.30066,38.329686
2035,Linnich,6.270816,50.979169
2036,Sidi Ettiji,-8.90735,32.15252
2037,Whitwick,-1.35536,52.73997
2038,Woodmore,-76.810059,38.907708
2039,Sukkur Hotel & Birirani,91.969931,22.540572
2040,Aipe,-75.23667,3.22222
2041,Landmark Canton Hotel,113.268,23.107
2042,Erdmannhausen,9.29462,48.943692
2043,Dedoplists’q’aro,46.10528,41.46556
2044,Radisson Hotel Curico,-71.233213,-34.986263
2045,Krasavino,46.48231,60.962842
2046,San Alejo,-87.96306,13.43139
2047,Zhonghechang,104.09835,28.1538
2048,Haradok,29.9845,55.4624
2049,Geraardsbergen,3.90696,50.7804
2050,Fuyu Town,124.458618,47.794707
2051,los juncos hotel,-58.80374,-34.71681
2052,Hotel Lauenburger Mühle,10.560561,53.377168
2053,Myrtle Grove,-87.307405,30.416366
2054,Una Hotel,9.164121,45.485514
2055,Catalão,-47.941292,-18.173651
2056,Williamstown Hotel,138.890714,-34.670579
2057,Xinjiang Uyghur,85.94488,41.600618
2058,Miramar Hotel,120.978132,14.579291
2059,Hotel las Gardenias,-79.00838,-2.894366
2060,Zaio,-2.74358,34.93681
2061,Domburg,-55.112643,5.70808
2062,Shisui,140.26667,35.71667
2063,Hawthorne Hotel,-70.890425,42.522753
2064,Montauroux,6.777153,43.608222
2065,Guilford Center,-72.6765,41.281288
2066,Castel Maggiore,11.36071,44.57707
2067,Lake Delton,-89.785178,43.593361
2068,Neckargemünd,8.800448,49.390235
2069,Tainai,139.491249,38.042171
2070,Parkway Hotel,-1.174605,50.630288
2071,Stepps,-4.1521,55.88899
2072,Bäretswil,8.85645,47.33709
2073,Mexborough,-1.29243,53.49389
2074,Fada N'gourma,0.35843,12.06157
2075,Yicheng International Apartment Hotel,120.03738,29.281005
2076,Hotel Vista Lago,9.09576,45.82027
2077,Piquet Carneiro,-39.42005,-5.80544
2078,H+ Hotel Brühl,6.892444,50.819585
2079,Shreveport Downtown Hotel,-93.74347,32.51234
2080,Boville Ernica,13.475993,41.64229
2081,Warwick Hotel,-73.978078,40.762427
2082,Garching an der Alz,12.582834,48.134345
2083,Hotel Albaida,-6.822011,37.13831
2084,Irondale,-86.66017,33.533428
2085,Crimmitschau,12.385086,50.817997
2086,Spijkenisse,4.328584,51.844285
2087,Banna (Espiritu),120.65,17.98333
2088,Lydney,-2.52605,51.72598
2089,Novomoskovsk,38.2846,54.0105
2090,Aïn Médiouna,-4.53639,34.47968
2091,Saint-Macaire-en-Mauges,-0.992803,47.123591
2092,Hotel Oca Vila de Allariz,-7.804861,42.193874
2093,Tavda,65.260657,58.048064
2094,Qingxicun,117.48018,30.58917
2095,Hotel Restaurant Geschermann,7.736828,51.869036
2096,Jamnagar,70.054588,22.468275
2097,Lautaro,-72.445075,-38.526247
2098,Abaí,-55.93333,-26.03333
2099,Eee Cee Hotel,91.882872,25.576614
2100,"Islamorada, Village of Islands",-80.545258,24.987845
2101,Smethwick,-1.97305,52.49699
2102,Groß-Zimmern,8.829059,49.872932
2103,Hotel Erwin,-118.472463,33.986957
2104,Keener Township,-87.213617,41.18498
2105,Nadym,72.51667,65.53333
2106,Cocalinho,-51.024662,-14.394845
2107,Bowie,-76.741482,38.973463
2108,Gommiswald,9.02355,47.23128
2109,Gan Yavne,34.70659,31.78737
2110,Brie-Comte-Robert,2.609868,48.693155
2111,Uzès,4.413241,44.015215
2112,Hotel Barreiro,-8.398048,43.116774
2113,Velur,79.138812,12.930627
2114,Short Hills,-84.180111,39.677986
2115,Owando,15.89988,-0.48193
2116,Broadmoor,-92.058423,30.189221
2117,The Salt Hotel,-124.040292,46.305686
2118,Jászkisér,20.214719,47.456884
2119,Straelen,6.264975,51.441543
2120,Makole Municipality,15.668625,46.318016
2121,Calderitas,-88.257995,18.554178
2122,Stará Turá,17.693829,48.776007
2123,Madera Acres,-120.080411,37.009276
2124,Hôtel Torcy,2.360446,48.891081
2125,Hôtel de ville de Wissembourg,7.944693,49.036799
2126,Mercedes Hotel,122.756657,11.580151
2127,Franklin Hotel,-103.731247,44.376181
2128,Artigues-Pres-Bordeaux,-0.490691,44.860894
2129,The Andrews Hotel,-122.412263,37.787921
2130,Chenab Nagar,72.91403,31.75511
2131,Chankou,104.52194,35.71222
2132,Hotel Rakov Škocjan,14.29082,45.792354
2133,Ataqah,32.485781,29.849495
2134,Turrance White Campinas Hotel,-47.06035,-22.90478
2135,Qift,32.81692,25.99835
2136,Hotel Covington,-84.50987,39.084037
2137,Drobeta-Turnu Severin,22.653374,44.630676
2138,Grand Park Hotel Rovinj,13.637103,45.075955
2139,Perros-Guirec,-3.447905,48.81163
2140,Pangantocan,124.8125,7.84722
2141,Sheraton Cerritos Hotel at Towne Center,-118.0604,33.8679
2142,Laje do Muriaé,-42.121579,-21.213316
2143,Argamasilla de Calatrava,-4.078656,38.728841
2144,Keswick Park Hotel,-3.134839,54.601374
2145,Heshangtian,100.386,26.5622
2146,Setubal,-8.876947,38.527898
2147,Masuda Green hotel morris,131.839732,34.677441
2148,Costina Hotel Teseney Eritrea,36.654427,15.10653
2149,Mövenpick Hotel Lausanne,6.624218,46.508381
2150,Vozdvizhenka,131.952405,43.885985
2151,Neya Lisboa Hotel,-9.140571,38.729379
2152,The Bisbee Grand Hotel,-109.917153,31.44151
2153,Romblon Plaza Hotel,122.269865,12.574971
2154,Ashton-Sandy Spring,-77.014282,39.153
2155,Sredneuralsk,60.473012,56.991309
2156,Babatngon,124.8449,11.4238
2157,Llallagua,-66.58388,-18.42426
2158,Santa Rita do Itueto,-41.380915,-19.360095
2159,Jeonju-Si,127.128262,35.826708
2160,Hotel de Ville de Chambly,-73.291771,45.449067
2161,Rio Ligonha,37.956245,-15.242619
2162,Zacapoaxtla Municipality,-97.588159,19.877449
2163,Charlton Kings Hotel,-2.037168,51.881134
2164,Naganuma Chō,141.69491,42.98938
2165,Maarn,5.373067,52.064525
2166,santa cruz hotel,-64.26794,-27.77244
2167,Xireg,98.44463,36.91866
2168,Challapata Municipality,-66.45,-18.8
2169,Sonsbeck,6.377611,51.607843
2170,Pontal do Araguaia,-52.280662,-15.927076
2171,Tafrant,-5.12485,34.62487
2172,Gran Hotel Caridad,-80.903985,22.715681
2173,Sever do Vouga Municipality,-8.375463,40.733396
2174,Kirkwood Civic Center Hotel,-93.622358,41.586092
2175,Loon-Plage,2.190994,51.006207
2176,Plattling,12.874429,48.777527
2177,Qufadah,30.25139,28.58056
2178,Vălenii de Munte,26.04005,45.189085
2179,Melekeok,134.614918,7.51149
2180,Jaggaiahpet,80.09807,16.8938
2181,San Antonio Cañada Municipality,-97.293553,18.50993
2182,Dorud,49.0616,33.49218
2183,Black Jack,-90.265479,38.798452
2184,Vereeniging,27.923142,-26.666124
2185,Salisbury Hotel,-73.978223,40.764951
2186,Ramada Hotel Friedrichroda,10.5619,50.8605
2187,Travelodge Rose Street Hotel,-3.19654,55.95285
2188,Tangerhütte,11.809444,52.43381
2189,Lake Forest Park,-122.287744,47.759697
2190,Ahar Hotel,18.31428,43.84106
2191,Hôtel Le Clervaux,6.030771,50.053493
2192,Muelle Ciudad Ojeda,-71.31185,10.18385
2193,Manhush,37.31068,47.05582
2194,Taal Vista Hotel,120.934716,14.095216
2195,"PHC, Loutolim",73.990704,15.338878
2196,Candler-Mcafee,-84.273208,33.725913
2197,Gualanday Hotel y Restaurante,-75.826876,6.556084
2198,Best Western Hôtel Pornic,-2.117856,47.126737
2199,Harp of Erin Hotel,145.051369,-37.799189
2200,Mamurras,19.69222,41.5775
2201,Mala Vyska,31.63657,48.64308
2202,Copthorne Hotel Effingham Park,-0.090019,51.141157
2203,Rikuzen-Takata,141.65418,39.02032
2204,Plymouth Hotel,-120.848779,38.480774
2205,Ban Chang Grand Hotel,101.048826,12.727495
2206,Channahon,-88.216945,41.432883
2207,Crateús,-40.666963,-5.182436
2208,Towamencin Township,-75.3299,40.23983
2209,TRIUNFO JAEN Hotel,-3.76898,37.81679
2210,AC Hotel Gainesville Downtown,-82.340309,29.65315
2211,Someren,5.714045,51.385222
2212,Highworth,-1.711013,51.629824
2213,League City,-95.118527,29.47614
2214,Préverenges,6.52682,46.51854
2215,Frankfort,-87.8599,41.499686
2216,Tangub,123.7477,8.0618
2217,B&b Hôtel Nantes Savenay,-1.934184,47.373667
2218,Divinolândia,-46.736161,-21.661286
2219,Los Mochis,-108.995606,25.790874
2220,Granville Hotel,-3.054838,53.795623
2221,Oktyabr'skiy,53.459764,54.469688
2222,Carnarvon Hotel,22.127744,-30.965704
2223,Black River Falls Drive,-115.091908,35.94139
2224,Unaizah,43.99355,26.08427
2225,Mianzhou Kaiyuan Hotel,104.759195,31.470918
2226,Hotel Alvorada,-54.589396,-25.506667
2227,Prejmer,25.774974,45.723956
2228,Tolentino,13.287227,43.21145
2229,Kurri Kurri Hotel,151.481674,-32.818727
2230,Milton Hotel,19.78088,39.79515
2231,Velaux,5.257816,43.527839
2232,Fairfield Hotel,-2.997512,53.658874
2233,Maisons-Alfort - Alfortville,2.42656,48.802023
2234,Campulung Moldovenesc,25.573409,47.524305
2235,Eggolsheim,11.0827,49.768875
2236,Paracatu Plaza Hotel,-46.867302,-17.221557
2237,Castelnuovo Rangone,10.93818,44.550121
2238,Al-Qusayr,36.57975,34.50914
2239,Innside Bremen Hotel,8.74482,53.11579
2240,Nedre Eiker kirke,10.038436,59.756601
2241,Dallas Hotel,-65.209766,-26.821297
2242,Dom Pedrito,-54.671425,-30.979791
2243,Moussadeye,3.1941,13.3921
2244,Caluire-et-Cuire,4.854361,45.800312
2245,Hotel Velez,-79.889301,-2.190883
2246,Nyagatare Diplomat Hotel,30.327324,-1.291202
2247,Macdonald Manchester Hotel,-2.22978,53.475386
2248,Coreglia Antelminelli,10.52639,44.064449
2249,Tatarskiy,75.865682,55.135545
2250,Halluin – Hôtel de Ville,3.124941,50.782542
2251,Hotel Narona,17.649793,43.054165
2252,Utley Lake,-85.74429,43.470704
2253,Del Prado Hotel,-77.019471,-12.094321
2254,Hotel Imperatriz,-50.625337,-24.328028
2255,Krauchenwies,9.24457,48.020866
2256,City of Boulder City,-114.92605,35.84079
2257,Fletcher Hotel,4.944473,52.292428
2258,Hôtel Levesque,-1.565793,47.217582
2259,Conceição do Araguaia,-49.26472,-8.25778
2260,Oceanside Hotel,-80.120959,25.844376
2261,Hôtel Maulion,-1.670981,48.112096
2262,Barut Hotels Hemera,31.37368,36.78998
2263,Sibiu,24.150225,45.792401
2264,Angicos,-36.604749,-5.66863
2265,MONCOFAR,-0.152412,39.810333
2266,Hotel ibis Eskisehir,30.512945,39.780589
2267,Puerto San José,-90.82444,13.92556
2268,Choisy-le-Roi,2.417956,48.764003
2269,Floridablanca,-73.08644,7.06222
2270,Tepatitlán de Morelos,-102.768081,20.813537
2271,Schieder-Schwalenberg,9.19538,51.87713
2272,Hotel der Platengarten,10.57729,49.30186
2273,Hotel Arima,-1.981387,43.291094
2274,Santo Amaro da Imperatriz,-48.747843,-27.688654
2275,The Grand Hotel at Bridgeport,-122.750261,45.39257
2276,Serena Hotel Gilgit,74.354563,35.900754
2277,La Patricia de Baler Hotel,121.569836,15.757768
2278,Biassono,9.272179,45.628835
2279,Campos Lindos,-46.804765,-7.972378
2280,Hotel Meireles,-38.501043,-3.728212
2281,Ul'ianovs'kyi,30.23528,48.33206
2282,Evergreen Laurel Hotel,100.317803,5.43104
2283,Goianésia,-49.122257,-15.32485
2284,Jacala,-99.190246,21.006667
2285,Lemon Tree Hinjewadi Pune Hotel,73.85645,18.52234
2286,Tianchang,114.01556,37.99806
2287,Brugine,11.992293,45.297889
2288,Velbert,7.047234,51.339702
2289,Othis,2.670936,49.077728
2290,Holly Hotel,-122.291834,47.195053
2291,Carluke,-3.83364,55.737638
2292,Halsteren,4.276802,51.524445
2293,CALLAO SPORT Hotel,-16.7706,28.13358
2294,Constantina,-52.99222,-27.73472
2295,Hotel Araras,-56.424779,-21.162649
2296,Nkongsamba,9.9404,4.9547
2297,Oulad Chikh,-3.03374,32.10369
2298,Duncanville,-96.912772,32.646283
2299,Chechel'nyts'kyi,29.36363,48.21534
2300,Gran Hotel Cumana,-64.198202,10.438498
2301,La Posada del Rio Sonora Hotel,-110.216794,30.007199
2302,Trikala,21.775753,39.555455
2303,Hotel San Julian,-76.30301,3.898296
2304,Belogorsk,128.507533,50.902373
2305,Highland Park,-87.803399,42.175239
2306,Le Blanc Hotel & Spa,11.059287,46.041837
2307,Crossett,-91.965038,33.128643
2308,Friendswood,-95.197311,29.510662
2309,Rotselaar,4.716956,50.948055
2310,Hotel Izola Paradise,27.70942,42.69852
2311,Northern Rockies,-111.015576,45.674047
2312,SAN FERNANDO Hotel,-2.73148,42.41651
2313,Gwalior,78.174188,26.204733
2314,Hotel Ometepetl,-85.700193,11.54026
2315,Seligenstadt,8.969349,50.045079
2316,Massena Hotel,7.2704,43.6983
2317,Venelles,5.476022,43.595033
2318,Åkrehamn,5.201535,59.256459
2319,Santa Cruz de los Taques,-70.25637,11.8235
2320,Gura-Humourlui,25.885975,47.55057
2321,Marinilla,-75.33621,6.17358
2322,Qidong,121.602173,31.826232
2323,Mudersbach,7.943975,50.825336
2324,Bondy,2.48352,48.901433
2325,Lavras do Sul,-53.900156,-30.811471
2326,Raková,18.71804,49.46003
2327,Tiree Lodge Hotel,-6.80857,56.52282
2328,Hotel Quickborn,9.943746,53.741933
2329,Ozerne,28.739628,50.176876
2330,Attock Khurd,72.240769,33.873668
2331,Peymeinade - Hôtel de Ville,6.875745,43.642502
2332,Jussara,-51.494089,-15.393189
2333,Hotel der Platengarten,10.57729,49.30186
2334,Camogli,9.165774,44.344704
2335,Ballsh,19.73472,40.59889
2336,El Maader El Kabir,-9.65545,29.75673
2337,Villareal Hotel Guaratuba,-48.56613,-25.8753
2338,Vittuone,8.952659,45.487043
2339,Baxter County,-92.318979,36.312067
2340,Kol'chugino,39.378962,56.302766
2341,Little Falls,-94.359433,45.97819
2342,Mesola,12.222243,44.943697
2343,The Oswego Hotel,-123.37582,48.420705
2344,Porrentruy,7.097472,47.413163
2345,Oranienbaum,12.406804,51.80017
2346,Chinique,-91.02583,15.04472
2347,Juršinci,15.974406,46.48465
2348,Los Lunas,-106.776452,34.80843
2349,Altena,7.667929,51.307078
2350,Yinhuang,118.055,34.0041
2351,Kakinada,82.23255,16.963207
2352,Sola Strand hotel,5.604976,58.885163
2353,Abucay,120.53833,14.72222
2354,Pawling,-73.598742,41.563983
2355,RIO RANCHO HOTEL,-54.34393,-12.457569
2356,Port Safaga,33.93651,26.72918
2357,Guadarrama,-4.097226,40.67581
2358,Quetigny,5.107121,47.313488
2359,P.O. Pelinia,27.880394,47.855222
2360,"Hotel Garni ""Am Überseehafen",12.14369,54.125532
2361,Tryp Hotel Bad Bramstedt,9.883371,53.912669
2362,Hotel palmers,34.759142,-0.103107
2363,Herentals,4.828528,51.177511
2364,Hotel Indigo Rahway-Newark,-74.27564,40.60588
2365,Priverno,13.179619,41.472794
2366,Emblematico San Agustin Hotel,-16.71818,28.36717
2367,San Juan Hotel,-49.263412,-25.436193
2368,Lingyuan,119.40111,41.24
2369,Mokrisset,-5.349782,34.922943
2370,St. Valentin,14.516922,48.17247
2371,Baywood-Los Osos,-120.825558,35.311212
2372,Oulad Zarrad,-7.23494,31.92471
2373,Komatipoort,31.953098,-25.431205
2374,Blantyre,-4.10007,55.78438
2375,Hotel Intercity Ibirapuera,-46.664437,-23.606244
2376,Guánica,-66.90795,17.97163
2377,Payabon,123.13333,9.76667
2378,Magong,119.58627,23.5654
2379,Loreto Hotel,-70.642586,-33.431996
2380,Garner,-78.618677,35.700552
2381,Corlăteni,26.55,47.93333
2382,Severny District,37.557984,55.932631
2383,Susques,-66.454153,-23.421842
2384,Lahat,103.556364,-3.780845
2385,Parkwood Hotel,-0.163304,51.513464
2386,Lichtenvoorde,6.569621,51.986123
2387,Bischofswerda,14.182329,51.125227
2388,Borkhar and Meymeh,51.2,33.28333
2389,Pilar Apart Hotel,-58.865592,-34.458255
2390,Rouvroy,2.908797,50.379447
2391,Hurricane Township,-90.83592,39.16916
2392,Lynnwood,-122.306388,47.827479
2393,Neustadt am Rübenberge,9.454438,52.50652
2394,Saint-Loubès,-0.427674,44.91555
2395,San Stino di Livenza,12.684239,45.727678
2396,B&B Hôtel Orgeval,1.980695,48.929694
2397,Deir Mawas,30.84662,27.64176
2398,Salem Hotel,47.097879,-21.438894
2399,Barnstable Town,-70.359327,41.673986
2400,Hotel La Ceiba,-75.623401,5.61656
2401,Natanz,51.86667,33.55
2402,Kotelniki,37.8445,55.63546
2403,STF Hotel och Vandrarhem Mitt i Härnösand,17.938456,62.633147
2404,Ziębice,17.039626,50.601374
2405,Olvera,-5.259403,36.934527
2406,Nizamabad,78.112174,18.673576
2407,Kaifeng Guest Hotel,114.4,34.7666
2408,Třebechovice pod Orebem,15.990483,50.200311
2409,Hôtel de ville de Shawinigan,-72.745006,46.541152
2410,Ju Neng Hotel Shiyan,113.8999,22.6833
2411,"Ehrenhain Feyzabad, Afghanistan",12.976926,52.388121
2412,Buhiga,30.194317,-3.080314
2413,Cercedilla,-4.055792,40.738994
2414,Satupa`itea,-172.32686,-13.76593
2415,Podvelka,15.316649,46.595266
2416,Blagodarnyy,43.43639,45.09778
2417,Jagtial,78.919573,18.79712
2418,Ouardana,-3.43954,35.05858
2419,The Caledon Hotel & Spa,19.442695,-34.226657
2420,Alamada Business Hotel,-9.17047,38.67047
2421,Porto Real Hotel,-44.18851,-23.04124
2422,Catonsville,-76.73192,39.27205
2423,Adamstown,151.72541,-32.93824
2424,Renaissance Westchester Hotel,-73.7178,41.0158
2425,Halawa Heights,-157.914162,21.381902
2426,Avellino,14.788377,40.919715
2427,Pottendorf,16.39029,47.908605
2428,Tacheng,83.802737,45.944026
2429,Hilmar-Irwin,-120.850423,37.404251
2430,Cambridge Hotel,-1.261718,54.554317
2431,Huron-Kinloss,-81.48198,44.082859
2432,Mytilene,26.55472,39.11
2433,Hôtel de Chaulnes (ou hôtel Descures ou hôtel Nicolay-Goussainville),2.364161,48.855386
2434,Impasugong Municipal Hall,125.00074,8.302317
2435,Açucena,-42.547275,-19.074971
2436,Limasawa,125.07,9.93472
2437,Texhuacán,-97.038508,18.621101
2438,Canohès,2.836734,42.657461
2439,Hotel Junin,-75.9087,-11.52214
2440,Poggio Mirteto,12.687953,42.26387
2441,Villafranca di Verona,10.843201,45.354409
2442,Sorsogon City,123.99333,12.97389
2443,Soledad de Graciano Sánchez,-100.936723,22.171486
2444,Nunuñgan,123.965,7.8236
2445,Hotel Busca Thedy dismesso abbandonato,7.823847,45.827497
2446,Schaafheim,9.003077,49.924446
2447,Chateau Lacombe Hotel,-113.493121,53.539197
2448,Businga,20.88577,3.33863
2449,Köflach,15.084379,47.064213
2450,Bodenheim,8.312699,49.928966
2451,Hopewell,-77.305597,37.290984
2452,Hotel der Platengarten,10.57729,49.30186
2453,Belgaum,74.515855,15.870963
2454,Port Neches,-93.960681,29.989333
2455,Vargem Grande Paulista,-47.018517,-23.621668
2456,Enterprise Hotel,-0.1913,51.4931
2457,Ciudad Tecún Umán,-92.14039,14.67737
2458,Sobrália,-42.096308,-19.235467
2459,Hj Plaza Hotel Zacatecas,-102.5833,22.7833
2460,HOTEL EL PROGRESO,-66.263548,-30.630901
2461,Fengdeng,108.656,26.0281
2462,Sangão,-49.12917,-28.63778
2463,St Michael's Hotel,34.295875,0.181409
2464,Carapebus,-41.660605,-22.193714
2465,Bujari,-67.948456,-9.827082
2466,Avon Hotel,-0.172797,51.516612
2467,Asten Hotels,14.419907,50.088077
2468,Minnetrista,-93.720849,44.942423
2469,Colditz,12.803493,51.126178
2470,Hipperholme Library,-1.810864,53.725862
2471,Tlaltenango de Sánchez Román,-103.298696,21.779191
2472,Pašilaičiai,25.21912,54.73429
2473,Samalut,30.71007,28.31214
2474,Lenzing,13.629837,47.974543
2475,Pomarance,10.870992,43.297591
2476,Hotel San Ramon,-70.723575,18.44938
2477,Rucavas,21.254951,56.249795
2478,Khan Abad,69.11556,36.6825
2479,Hotel Santa Rita,-46.422847,-21.932936
2480,Ionia Hotel,26.234635,38.289349
2481,Best Hotel Ploiesti,26.02249,44.93831
2482,Hotel Nador فندق الناظور,-2.921468,35.174076
2483,El Tumbador,-91.93333,14.86667
2484,Hotel Haus Isenburg,8.694393,50.057722
2485,New Cassel,-73.563307,40.761269
2486,Grottaminarda,15.06228,41.070601
2487,Awans,5.45702,50.69334
2488,Gordonvale,145.775923,-17.101669
2489,Malasiqui,120.414,15.9201
2490,Sandachō,135.22694,34.88444
2491,Dolores Hotel,125.179357,6.108988
2492,Hurley House Hotel,-0.791252,51.534817
2493,Lyubotyn,35.92907,49.94691
2494,"Hotel ""Dulce Limay",-68.099006,-38.880207
2495,Tuburan,123.86667,10.71667
2496,Hotel Río Tequisquiapan,-99.895082,20.520358
2497,Katakwi,33.966111,1.891111
2498,Centellas,-78.462613,-0.316795
2499,São Miguel Arcanjo,-47.9892,-23.877122
2500,Poieni de Sub Munte,24.445095,47.823704
2501,Saint Anthony Hotel,-98.48974,29.42773
2502,Nizhniye Sergi,59.30333,56.66139
2503,Montecassiano,13.441586,43.361359
2504,Zelenikovo,21.58694,41.88667
2505,Leskovac,21.94611,42.99806
2506,Huatabampo,-109.639523,26.825912
2507,Ait Bousarane,-7.08762,31.7318
2508,Henry Jones Hotel,147.335718,-42.881217
2509,Bietigheim-Bissingen,9.137948,48.950239
2510,Souppes-sur-Loing,2.733355,48.178381
2511,Nuevitas,-77.26444,21.54528
2512,Loufangping,111.5734,38.49065
2513,Zuunmod,106.95278,47.70694
2514,Tumwater,-122.910976,46.988326
2515,Reichelsheim,8.840919,49.71163
2516,Bairnsdale,147.614768,-37.833065
2517,Uznach,8.986379,47.226829
2518,Fair Oaks Ranch,-98.640679,29.728221
2519,Mansuè,12.537469,45.824836
2520,Diune Hotel,15.598948,54.18817
2521,São Gonçalo do Piauí,-42.70321,-5.995972
2522,Bengkulu,102.292532,-3.799338
2523,Bernkastel-Kues,7.078971,49.915403
2524,Balderton,-0.78333,53.06667
2525,Saint-Chamond,4.518677,45.475542
2526,Engenheiro Navarro,-43.951654,-17.294064
2527,Trenton,-74.752724,40.220327
2528,Hôtel Les Sables d'Ocre,5.297032,43.8958
2529,Zarzal,-76.0715,4.39462
2530,Großheubach,9.221861,49.727817
2531,Podravska,15.75694,46.39889
2532,Earlestown,-2.637615,53.451218
2533,Luisburgo,-42.101997,-20.439136
2534,Amöneburg,8.927639,50.795077
2535,Haverstraw,-73.949238,41.192244
2536,Palopo,120.197277,-3.003324
2537,Las Navas,-4.333014,40.602557
2538,Port Chester,-73.668206,41.00719
2539,Knjaževac,22.25701,43.56634
2540,Trebbin,13.217516,52.219453
2541,Suntarskiy,116.762331,62.36802
2542,Hotel Drvar,16.383251,44.375934
2543,Xiangpingcun,116.06445,30.41097
2544,Campos Gerais,-45.760492,-21.240796
2545,Gillingham,0.54863,51.38914
2546,Vrhovlje pri Kojskem,13.57528,46.02444
2547,Dravograd,15.022959,46.588172
2548,Vrilissia,23.82962,38.03381
2549,Balimbing,119.96583,5.0825
2550,Mattersdorf,16.393717,47.735981
2551,Alpine Hotel,88.236976,27.301181
2552,Hôtel Ibis Nantes Nord Treillières,-1.595303,47.277979
2553,Buriram,103.103034,14.990092
2554,Zavolzhskiy Rayon,35.90761,56.86887
2555,Tangua,-77.39482,1.09473
2556,Boiling Spring Lakes,-78.06721,34.03045
2557,Bendorf,7.567346,50.424474
2558,Kangasala,24.092484,61.458343
2559,Dingras,120.72984,18.07556
2560,Iacanga,-49.02039,-21.893012
2561,Acton Town Hotel,-0.279735,51.503793
2562,Aurora Hotel,20.753412,48.064687
2563,Mexiates,22.31355,38.88298
2564,Chagda,130.60613,58.7513
2565,Hotel Alto Sertão,-42.48777,-14.06476
2566,Salem Hotel,47.097879,-21.438894
