,pageurl,name,hotel_id,area,city,address,lat,long,amenities,hotel_star_rating,hotel_type,review_count,average_rating,photo_count,cleanliness,facilities,location,comfort
10,https://www.booking.com/hotel/in/oyo-rooms-dabolim-near-dominos.en-gb.html,OYO 2844 Dewa Goa Hotel,1662908,"Next to Dominos Dabolim, NH 17, Dabolim",Goa,"Next to Dominos Dabolim, NH 17, Dabolim, 403711 Old Goa, India",15.39059981,73.84928667,Free parking|Restaurant|Outdoors|Terrace|Garden|Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|Daily housekeeping|24-hour front desk|Room service|General|Air conditioning|Non-smoking throughout|Lift|Languages spoken|English|Hindi, 3-star hotel ,Hotels,22.0,5.1,37.0,0.0,0.0,0.0,0.0
11,https://www.booking.com/hotel/in/dawin-home-stays.en-gb.html,SJM Homestays - Saligramam,5969858,18 Sarojini Street,Chennai,"18 Sarojini Street, 600093 Chennai, India",13.05525745,80.20186797,Free WiFi|Non-smoking rooms|24-hour front desk|Parking|No parking available.|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Kitchen|Freedom to eat when you want|Dining table|Cleaning products|Kitchenware|Electric kettle|Refrigerator|Bathroom|Towels|Free toiletries|Hairdryer|Bath|Shower|Body soap|Shampoo|Walk-in shower|Private bathroom|Toilet|Living Area|Space for everyone to be together|Desk|Media &amp; Technology|Fun for everyone under one roof|Flat-screen TV|Telephone|TV|Radio|Room Amenities|Extra comfort|Fan|Iron|Feather pillow|Socket near the bed|Clothes rack|Tile/Marble floor|Pets|Pets are not allowed.|Accessibility|Upper floors accessible by stairs only|Outdoors|Sit back and relax|Sun terrace|Balcony|Terrace|Garden|Food &amp; Drink|Bottle of water|Special diet menus (on request)|Breakfast in the room|Tea/Coffee Maker|Building characteristics|Private apartment in building|Outdoor &amp; View|Enjoy the view|City view|View|Reception services|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Entertainment and family services|Baby safety gates|Cleaning services|Daily housekeeping|Miscellaneous|Air conditioning|Non-smoking throughout|Non-smoking rooms|Languages spoken|English|Tamil,,Apartments,2.0,,,,,,
12,https://www.booking.com/hotel/in/the-majestic-crown.en-gb.html,The Majestic Crown,472995,"959A Westbury Road, Mysore Road",Ooty,"959A Westbury Road, Mysore Road, 643001 Ooty, India",11.41296503,76.69216007,Family rooms|Free parking|Free WiFi|Restaurant|Room service|Non-smoking rooms|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Additional charge|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Street parking|Secured parking|Transport|Public transport tickets|Additional charge|Reception services|Luggage storage|Ticket service|Tour desk|24-hour front desk|Entertainment and family services|Children television networks|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|24-hour security|General|Shared lounge/TV area|Non-smoking throughout|Car hire|Chapel/shrine|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi, 2-star hotel ,Hotels,171.0,7.0,38.0,7.3,6.8,7.2,7.3
13,https://www.booking.com/hotel/in/eden-park.en-gb.html,Eden Park,2992353,"Aruthra Nagar, Puducherry",Pondicherry,"Aruthra Nagar, Puducherry, 605006 Pondicherry, India",11.94098518,79.80795485,Free parking|Free WiFi|Room service|Non-smoking rooms|Pets|Pets are not allowed.|Food &amp; Drink|On-site coffee house|Bottle of water|Snack bar|Breakfast in the room|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Services|Tour desk|24-hour front desk|Meeting/banquet facilities|Additional charge|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|General|Air conditioning|Lift|Non-smoking rooms|Newspapers,,Hotels,12.0,8.3,23.0,8.5,8.1,8.1,8.5
14,https://www.booking.com/hotel/in/oyo-60645-sunrise-inn.en-gb.html,OYO 60645 Sunrise Inn,5864661,"Gottigere Lake Rd, Bohra Layout, Gottigere, Bangalore",Bengaluru,"Gottigere Lake Rd, Bohra Layout, Gottigere, Bangalore, 560083 Bangalore, India",12.85583578,77.59422038,Family rooms|Free parking|Room service|24-hour front desk|Pets|Pets are not allowed.|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Services|Daily housekeeping|24-hour front desk|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|General|Air conditioning|Family rooms,3-star hotel,Hotels,1.0,,39.0,,,,
15,https://www.booking.com/hotel/in/m-r-hospitality-services.en-gb.html,M R HOSPITALITY SERVICES,5890868,"5-6/8, 11th Main Road, Bombay Dyeing Road, Gokula 1St Stage 2nd Phase, Mathikere Main Road, Bengaluru.",Bengaluru,"5-6/8, 11th Main Road, Bombay Dyeing Road, Gokula 1St Stage 2nd Phase, Mathikere Main Road, Bengaluru., 560054 Bangalore, India",13.0303,77.559813,Free WiFi|Free parking|Room service|24-hour front desk|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|24-hour front desk|Room service|General|Air conditioning,3-star hotel,Hotels,2.0,,23.0,,,,
16,https://www.booking.com/hotel/in/langford-keys-by-tgi.en-gb.html,Langford keys by TGI,5433829,"35 Langford Road Cross Road, Bheemanna Garden Shanti Nagar",Bengaluru,"35 Langford Road Cross Road, Bheemanna Garden Shanti Nagar, 560025 Bangalore, India",12.962394,77.595298,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Services|Shuttle service|Daily housekeeping|Shuttle service (additional charge)|Shoeshine|Ironing service|Additional charge|24-hour front desk|Room service|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|General|Designated smoking area|Air conditioning|Non-smoking throughout|Soundproof rooms|Lift|Family rooms|Non-smoking rooms,3-star hotel,Hotels,1.0,,27.0,,,,
17,https://www.booking.com/hotel/in/oyo-home-47510-peaceful-3bhk-parra.en-gb.html,OYO Home 47510 Peaceful 3bhk Parra,5807070,"Near Don Bosco Youth Welfare Centre,cannca, Naika Waddo, Verla, Goa",Goa,"Near Don Bosco Youth Welfare Centre,cannca, Naika Waddo, Verla, Goa, 403510 Old Goa, India",15.587614,73.78852,Parking|No parking available.|Internet|No internet access available.|Kitchen|Freedom to eat when you want|Bedroom|Wardrobe or closet|Bathroom|Free toiletries|Shower|Linen|Bath or Shower|Private bathroom|Toilet|Media &amp; Technology|Fun for everyone under one roof|Cable Channels|TV|Room Amenities|Extra comfort|Fan|Air conditioning|Trash cans|Pets|Pets are not allowed.|Outdoors|Sit back and relax|Garden,3 stars,Apartments,,,,,,,
18,https://www.booking.com/hotel/in/amigos.en-gb.html,Amigos India,2051029,C16 Chattarpur Enclave Near Modern School,Delhi,"C16 Chattarpur Enclave Near Modern School, 110074 New Delhi, India",28.50439897,77.19063077,"Free WiFi|Airport shuttle|Family rooms|Free parking|Non-smoking rooms|24-hour front desk|Outdoors|Outdoor fireplace|Picnic area|Outdoor furniture|BBQ facilities|Additional charge|Terrace|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Activities|Bingo|Additional charge|Cooking class|Additional charge|Themed dinner nights|Additional charge|Bike tours|Additional charge|Walking tours|Additional charge|Pub crawls|Additional charge|Evening entertainment|Additional charge|Entertainment staff|Cycling|Library|Bicycle rental (additional charge)|Darts|Additional charge|Games room|Food &amp; Drink|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Breakfast in the room|Great|coffee!|Accessibility|Wheelchair accessible|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Street parking|Secured parking|Wellness facilities|Fitness/spa locker rooms|Personal trainer|Fitness classes|Yoga classes|Fitness|Full body massage|Hand massage|Head massage|Couples massage|Foot massage|Neck massage|Back massage|Massage|Additional charge|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Public transport tickets|Additional charge|Reception services|Lockers|Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk|Entertainment and family services|Indoor play area|Books, DVDs, music for children|Board games/puzzles|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|General|Shuttle service|Grocery deliveries|Additional charge|Mini-market on site|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Non-smoking throughout|Allergy-free room|Shops (on site)|Heating|Car hire|Soundproof rooms|Gift shop|Safety deposit box|Family rooms|Barber/beauty shop|Facilities for disabled guests|Non-smoking rooms|Newspapers|Languages spoken|English|Hindi",,Hostels,362.0,8.7,46.0,0.0,0.0,7.5,0.0
19,https://www.booking.com/hotel/in/the-bmk-south-delhi.en-gb.html,The BMK Hotel Greater Kailash,681428,"B-2&3, Greater Kailash Enclave - 1, New Delhi 110048, India",Delhi,"B-2&3, Greater Kailash Enclave - 1, New Delhi 110048, India, 110048 New Delhi, India",28.542997,77.24202,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Outdoors|Sun terrace|Terrace|Garden|Pets|Pets are not allowed.|Activities|Cycling|Golf course (within 3 km)|Additional charge|Food &amp; Drink|Bottle of water|Special diet menus (on request)|Breakfast in the room|Restaurant|Good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Wellness facilities|Massage|Additional charge|Reception services|Lockers|Private check-in/check-out|Concierge service|ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|CCTV in common areas|24-hour security|Safety deposit box|General|Shuttle service|Grocery deliveries|Additional charge|Mini-market on site|Shared lounge/TV area|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Shops (on site)|Heating|Car hire|Soundproof rooms|Gift shop|Lift|Bridal suite|VIP room facilities|Family rooms|Barber/beauty shop|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,296.0,7.2,32.0,6.7,,8.1,7.0
20,https://www.booking.com/hotel/in/bnt-ocean-view-palolem.en-gb.html,Bridge N Tunnel Palolem,1602418,"Palolem Beach, Canacona, Goa",Goa,"Palolem Beach, Canacona, Goa, 403702 Palolem, India",15.00321744,74.0264985,Beachfront|Free WiFi|Airport shuttle|Free parking|Family rooms|Restaurant|Bar|Outdoors|Picnic area|Outdoor furniture|Beachfront|Private beach area|BBQ facilities|Garden|Pets|Pets are not allowed.|Activities|Beach|Evening entertainment|Fishing|Golf course (within 3 km)|Food &amp; Drink|Breakfast in the room|Bar|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free public parking is possible on site (reservation is needed).|Street parking|Wellness facilities|Sun umbrellas|Sun loungers or beach chairs|Pool/beach towels|Massage|Reception services|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Safety &amp; security|Safety deposit box|General|Shared lounge/TV area|Airport shuttle (additional charge)|Non-smoking throughout|Car hire|Packed lunches|Family rooms|Barber/beauty shop|Newspapers|Room service,,Hotels,38.0,8.2,42.0,7.8,7.4,9.1,8.0
21,https://www.booking.com/hotel/in/emarald.en-gb.html,"Hotel Emarald, New Delhi",328578,"112 Babar Road, Connaught Place Opp. World Trade Centre",Delhi,"112 Babar Road, Connaught Place Opp. World Trade Centre, 110001 New Delhi, India",28.63243781,77.22707726,Free WiFi|Airport shuttle|Family rooms|Free parking|Restaurant|Non-smoking rooms|Outdoors|Terrace|Pets|Pets are not allowed.|Food &amp; Drink|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Special diet menus (on request)|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Parking garage|Street parking|Secured parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Private check-in/check-out|Concierge service|Luggage storage|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Shoeshine|Ironing service|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Business centre|Meeting/banquet facilities|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|General|Shuttle service|Mini-market on site|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Air conditioning|Non-smoking throughout|Heating|Car hire|Chapel/shrine|Soundproof rooms|Lift|Family rooms|Barber/beauty shop|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,61.0,6.8,45.0,6.7,,8.0,6.7
22,https://www.booking.com/hotel/in/periyar-resorts-amp-p-ltd-cochin.en-gb.html,Periyar Resorts & Hotel (P) Ltd.,5537428,Idamalayar Road Boothathankettu Kothamanagalam,Kochi,"Idamalayar Road Boothathankettu Kothamanagalam, 686681 Cochin, India",10.135725,76.662704,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Bar|Outdoors|Garden|Pets|Pets are not allowed.|Food &amp; Drink|Bar|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|24-hour front desk|Room service|General|Air conditioning|Family rooms|Non-smoking rooms|Languages spoken|Arabic|English|Hindi|Malayalam|Tamil,3-star hotel,Hotels,1.0,,21.0,,,,
